id,title,employer,salary,gender,years_exp,Location,duties,comments,employer_clean,base_salary_clean,sal_flag,years_exp_clean,location_clean,title_category,geonix
,editor in chief,nebraska daily,140000,bisexual female,8,nebraska,,,nebraska daily,140000,,8,nebraska,Editor in chief,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Podcast/Radio Host,NPR Affiliate,75000,Male / Cis / White,8,New Hampshire,"Reporting, Editing, Audio Production... an ""everyone does everything"" kinda shop","Started at $40,000 in 2011 and worked way up",NPR Affiliate,75000,,8,New Hampshire,Host,
,Senior Editor and Writer,Vox Media,"$140,000 ",cis Male,15,New York,Writing and producing a conference,"95,000, Reporter at Bloomberg",Vox Media,140000,,15,New York,Senior Reporter/Editor,
,Staff Writer,Group Nine Media / Thrillist,"$58,000 ",cis female / white,1,New York,Writing / pitching,Hearst Digital Fellow ($15 an hour),Thrillist,58000,,1,New York,Reporter,
,Digital Writer,AMI,"45,000",cis white woman,4,New York,,,AMI,45000,,4,New York,Reporter,
,Editorial Assistant,Hearst,"$38,000+ OT ($33,00 after tax)",cis black femaile,1.5,New York,"Daily news pitches/writing, SEO writing across verticles, feature writing/pitching, administrative duties (freelance contracts and invoices, expenses, freelancer CMS training)",,Hearst,38000,,1.5,New York,Editorial Assistant,
,Photojournalist,Gannett,"$68,000 ",Hispanic,41,New York,Editorial Stills and Video photography,,Gannett,68000,,41,New York,Photojournalist,
,Staff editor,New York Times,"$125,000 ","Male, white",20,New York,Assigning and editing opinion articles,"Opinion editor, Guardian (also about $120,000)",New York Times,125000,,20,New York,Editor,
,Reporter,Quartz,"85,000",White female straight,10,New York,,,Quartz,85000,,10,New York,Reporter,
,Marketing Manager,Conde Nast,"90,000",Female / White,5,New York,Pre-sale marketing,,Conde Nast,90000,,5,New York,Marketing Manager,
,Senior Editor,Bustle Digital Group,"82,500",Cis white female,6,New York,,,Bustle Digital Group,82500,,6,New York,Senior Editor,
,Editorial Assistant,Nonprofit news outlet,"62,000",South Asian,1,New York,,Publicity Assistant (for a year),Non-profit,62000,,1,New York,Editorial Assistant,
,Staff Editor - Photo,The New York Times,"$130,000 + $2,000 bonus annually (most years)",cis white male,8,New York,"Assign photographers, produce stories, plan coverage of major news events","Associate Photo Editor $51,000/yr, Photo Editor $40,000",New York Times,130000,,8,New York,Photo Editor,
,Writer,CNN,"88,000",White cis male,5,New York,"Writer, segment producer, occasional field producer for breaking news and special events",,CNN,88000,,5,New York,Reporter,
,Reporter,New York Times,"$95,000 ",WOC,4,New York,"Report + write news, features and profiles",,New York Times,95000,,4,New York,Reporter,
,Photographer/Videographer,Gannett,"$21.37/Hr $44,449.60/Yr",Male/White,17,New York,"Photograph assignments, edit & publish photos/galleries, shoot, edit & publish videos.",,Gannett,44449,,17,New York,Photojournalist,
,Photo Director,,"147,000",F / Central Asian,22,New York,,,,147000,,22,New York,Photo editor,
,Staff Editor,The Wall Street Journal,"$116,000 ",Cis white/Asian woman,13,New York,Assign and edit all articles in a section.,"Digital Editor at Conde Nast ($90k), Digital Editor at Forbes ($68k)",Wall Street Journal,116000,,13,New York,Editor,
,Associate Producer,NowThis,"53,500","White, cis, female",4,New York,"Studio Producing, Videography, Coordinating/Scheduling, Equipment management",,NowThis,53500,,4,New York,Associate Producer,
,Reporter,NBC News,"85,000",still one of the only black people,5.5,New York,"daily reporting, enterprise","75K (reporter), 49K (reporter), 37K (reporter) 29K (reporter)",NBC News,85000,,5.5,New York,Reporter,
,Senior Art Director,TIME,"$102,000 (starting 2014)","straight cis male, chinese-american",20,New York,"editorial print design (everything except cover), illustrator, hire and art direct freelancer, animated instagram stories","prev HuffPost ($90k senior designer), Boston Globe (80K features design supervisor), Chicago Tribune 65K, San Jose Mercury News 80k, OC Register 45k",TIME,102000,,20,New York,Art Director,
,Photo Editor,The New York Times,"$102,000 ",Female / White,6,New York,"Assigning photographers for daily coverage and enterprise stories, producing visually driven stories","Photo Editor - $100,000
Freelance Photo Editor - $40/hour
Associate Photo Editor - $45,000",New York Times,102000,,6,New York,Photo Editor,
,Associate Producer,NBC News,"$75,000 ",Asian American Cis Female,2,New York,"Field produce interviews and b-roll shoots, cover and shoot trials, booking interviews, shoot, write, and edit social media content in tandem with on-air pieces. Assist with scripting, research, fact-checking and pre-interviewing. Work with NBC affiliate and promo teams to plan week of air coverage.",NBC Intern $10.50hr // NBC Program Coordinator $17hr + time and a half overtime // NBC Assistant Producer $21hr + time and a half overtime,NBC News,75000,,2,New York,Associate Producer,
,Associate digital editor,new york post,"$64,000 ",white cis female,5,new york,edit and publish syndicate stories to site,Associate reporter/producer and reporter/producer,New York Post,64000,,5,new york,Deputy Editor,
,Associate Producer,CNN,"60,000 plus overtime",cis male,1,New York,"Writing scripts, gathering elements, other show related tasks",Interned for the team I now work for which allowed me to move into this position faster than what is probably usual,CNN,60000,,1,New York,Associate Producer,
,Video Producer,NBC News,"$90,000 ",Cis_het woman of color,8,New York,"shoot/produce/report/edit videos for enterprise/feature stories, both field and studio production","Producer at a digital startup, started with $60,000 and ended with $70,000",NBC News,90000,,8,New York,Video Producer,
,Reporter,Bloomberg,"128,000",Cis white female,10,New York,Reporting and writing for Bloomberg News and BW,,Bloomberg,128000,,10,New York,Reporter,
,Production Coordinator,CBS,"83,200 before taxes",Female,4,New York,,,CBS,83200,,4,New York,Production Coordinator,
,associate producer,wall street journal,"65,000",white woman,2,new york,,production assistant,Wall Street Journal,65000,,2,new york,Associate Producer,
,"Executive Editor, News",The New York Times,"350,000",Black,30,New York,,,New York Times,350000,,30,New York,Editor in Chief,
,Senior Video Producer,Meredith Corp,"$94,000 plus 10% bonus",POC female,3,New York,,"Producer $68k, AP $64, PA $54k",Meredith,94000,,3,New York,Senior Video Producer,
,Editorial assistant,Penguin Random House,"41,000",Cis white female,4,New York,Basically a glorified administrative assistant slash editor,"Intern, unpaid",Penguin Random House,41000,,4,New York,Editorial Assistant,
,Director of audience development,Condé Nast,130k,White cis woman,8,New York,,,Conde Nast,130000,,8,New York,Audience/Social Editor,
,Field Producer,CNN,88000,White female,10,New York,Longform field producing,,CNN,88000,,10,New York,Producer,
,Reporter,ProPublica,"87,500",Cis White Female,6,New York,"Investigative reporting, light data reporting",,ProPublica,87500,,6,New York,Reporter,
,Associate Producer,Business Insider,$53000 + $5000 bonus,cis asian woman,2,New York,"shooter, video editor, producer",intern 13$/hr,Business Insider,53000,,2,New York,Associate Producer,
,News Editor,CBS Interactive,"70,000",cishet white female,3,New York,,,CBS Interactive,70000,,3,New York,Editor,
,Senior Editor,Popsugar,"85,000",Gay female / Hispanic,7.5,New York,"Manage team, edit all stories, coordinate with sales",,Popsugar,85000,,7.5,New York,Senior Editor,
,Blogger,Barstool Sports,"175,000",Male,10,New York,Blogging and podcasting,,Barstool Sports,175000,,10,New York,Reporter,
,Editorial Assistant,Midsize trade publisher,37000,Trans/Non-binary/White,1,New York City,Reading 500+ pages of manuscript submissions a week. Writing jacket copy. Mailings. Compiling image and text permissions. Managing multiple interns. Communicating with authors and agents about payments. Meeting with authors and agents to acquire new projects.,,Midsize trade publisher,37000,,1,New York City,Editorial Assistant,
,Photo Editor,The New York Times,$127k,African American Cis Male,3,New York City,"Assigning photographers, producing visuals for stories and working with photographers to create more visually driven stories. Also working with some video along the way.","$95k - Photo Editor - The Washington Post ($10k signing bonus) 
$85k - Sr Photo Editor - ESPN",The New York Times,127000,,3,New York City,Photo Editor,
,editorial assistant,refinery29,"$45,000 ",cis black woman,1,nyc,"building articles, writing SEO posts, 1-2 news blogs a day, 2-4 interviews a month",,refinery29,45000,,1,New York City,Editorial Assistant,
,Staff Writer,Refinery29,"60,000",Hispanic,4,New York City,"writing a mix of short news hits, features, service pieces, around 2 stories a day.",,Refinery29,60000,,4,New York City,Reporter,
,Senior Writer/Team Leader,"Too small to name, completely remote company","$54,080 plus monthly page view performance bonus",Black woman,5,New York City/remote,"Write 4-5 articles a day, manage a team of writers, manage several team meetings for writers, conduct interviews, and cover events","When I was a writer my salary was $41,000 and later I negotiated for a 6% raise. I started in my current role at $52,000 then I negotiated again.","Too small to name, completely remote company",54080,,5,New York City,Senior Reporter,
,Producer,Cheddar,"$65,000 ",CIS White Female,3.5,New York City,"Pitch, write, shoot, edit longform social video (YouTube and Facebook)",,Cheddar,65000,,3.5,New York City,Producer,
,Associate Editor,Bustle Digital Group,"$60,000 ",cis het white male,2.5,New York City,"Editing staff writers and interns, managing editorial calendar, reporting and writing posts","Started at $48,000 as staff reporter",Bustle,60000,,2.5,New York City,Editor,
,Staff photographer,Reuters,105000,Male/Caucasian,20,New York City,Create visuals,,Reuters,105000,,20,New York City,Photojournalist,
,Associate Photo Editor,Wirecutter/NYT,"58,000",cis white male,3,New York City,"Photograph original content, retouch, coordinate shoot schedules with writers and editors, maintain studio space, produce and style original shoots, handling rush content from editors and processing images from freelancers and writers, selecting stock/product imagery","$200-$300 a day as freelance assistant / photo assistant - various
$250 a day as freelance assistant editor - Amazon",Wirecutter,58000,,3,New York City,Photo Editor,
,Editor,The New York Times,"$120,000 ",Cis male/non-white,8,New York City,Writing/Editing/Production,,New York Times,120000,,8,New York City,Editor,
,Editorial / Executive Assistant,The Real Deal,"$45,000 ",Cis White Female,3,New York City,"everything from managing EIC's calendar and email, acting as central admin for 50+ employees, schedule and coordinate all internal and external meetings for editorial team, booking all travel for editorial team, posts jobs resume reading phone interviewing and scheduling, research projects, transcribing and proofing, etc etc etc etc etc etc etc etc etc etc etc etc",,The Real Deal,45000,,3,New York City,Editorial Assistant,
,General assignment reporter,Law360,"$64,872 ",Cis white female,5,New York City,"Write several stories a day about legal and policy updates, mainly based off court documents. Sometimes write deeper features and analyses","$27,000 at a BH newspaper",Law360,64872,,5,New York City,Reporter,
,Associate Marketing Manager,Simon & Schuster,50000,Cis Female/White,5,New York City,"author care, imprint social media marketing, title specific marketing, indie bookstore marketing","Associate-$42,000, Marketing Coordinator-$30,000, Bookseller-$12/hour",Simon & Schuster,50000,,5,New York City,Associate Marketing Manager,
,Reporter,New York Post,"80,000",Cis white male,4,New York City,Daily reporting for print and web,Reporter for NYC-based news website at $50k; Reporter for Long Island weekly newspapers at $36.4k,New York Post,80000,,4,New York City,Reporter,
,Producer,Reuters,"90,000",Female/Black,10,New York,,,Reuters,90000,,10,New York City,Producer,
,Graphic Artist,NBC Universal,12694,Cis White Male,13,New York City,"Create still/motion graphics for a daily show in 2D/3D on a very tight turnaround schedule. Also handle requests for show packaging, sales and ad requests, support the scenic art directors and wardrobe department.","Freelance motion designer from 2007-2014, salary ranged from $65K-$200K. I worked extensively within MTV Networks which paid well by comparison and occasionally worked as a freelancer for ad agencies which generally paid the highest day rates.",NBC Universal,12694,,13,New York City,Graphics Reporter,
,Writing Fellow,Mother Jones,37.5K,White,2,New York City,"Social media managing, analytics reporting // video editing, producing, scripting // writing for online // audio producing, editing, scripting //",Freelance content creator,Mother Jones,37500,,2,New York City,Fellow,
,Marketing Solutions Strategist,Refinery29,60500,Female / White,2,New York City,Answer pre-sale RFPs,50000,Refinery29,60500,,2,New York City,Marketing Solutions Strategist,
,Editor,Bustle Digital Group,"$61,000 ",Cis white female,3,New York City,Manage writers and vertical content,"Staff writer, freelance writer",Bustle,61000,,3,New York City,Editor,
,Executive editor,Local newspaper,"$42,000 ",Cis white woman,7.5,New York metro area,"Running an entire newspaper that publishes weekly, i.e. writing 6+ stories, managing freelance submissions, layout an entire paper in InDesign, copyedit entire paper, compile event listings, manage social media, update the website","Associate editor at the same publication, starting salary ~$35k",Local newspaper,42000,,7.5,New York City,Editor in Chief,
,"Assistant editor, audience",ProPublica,75000,male poc,1.5,New York City,"Edit, right, manage social channels and platforms","ProPublica fellow (46.8k), Atlantic fellow (35k)",ProPublica,75000,,1.5,New York City,Audience/Social Editor,
,Publishing Assistant and Digital Content Coordinator,Springer Publishing Company,"$40,000 ",cis het white female,5,"New York City, NY","-provided admin and technical support for journals team, individual journal editors, and contributors on Editorial Manager
-wrote, A/B tested, coded, edited, and scheduled delivery of journal marketing and recruitment emails
-wrote, edited, and scheduled delivery of journal eTOCs and newsletter blasts to subscribers
-wrote and edited email templates, media kits, and other content for the digital ad sales team
-liaised with external organizations, societies, and associations for blog content
-wrote original blog content and managed freelancers for DailyNurse.com and MinorityNurse.com
-assisted with editorial workflow and project management of journals
-worked several conference events to market and sell journal subscriptions, as well as recruit potential journal editors and contributors","North Atlantic Books, At-Large Acquisitions Editor, $30/hr, remote (currently freelancing on ad hoc basis); Weldon Owen, Executive Assistant, $17.38/hr, San Francisco, CA (worked there for one year, this hourly rate is after my $0.50/hr raise for 2018); John Wiley and Sons, Senior Editorial Assistant, $39,970, San Francisco, CA (worked there for 3 years, starting salary was $38,000)",Springer Publishing Company,40000,,5,"New York City, NY",Publishing Assistant and Digital Content Coordinator,
,News Director,NPR Affiliate,"$51,000 ",CIS White Male,12,Upstate New York,"Edit scripts, write scripts, prepare newscasts, on-air","Started as a news producer in 2008 at $26,000",NPR Affiliate,51000,,12,New York State,Managing Editor,
,Production Assistant,ATN,62000,White male,2,"New York, New York","-Support head of news division by sporadically acting as a Human ottoman
-Procure exotic ‘packages’ for the co-COO
-Cleaned up pee in CEOs office","-125,000 investment banking analyst
-HBS",ATN,62000,,2,"New York, New York",Production Assistant,
,Assistant editor,Hearst,$25/hour plus overtime + freelance work on the side,"Cis, female, Latina",3,"New York, New York","Write articles, update old ones @ Hearst. Report and write stories for freelance.","Digital reporter - $14K
Editorial Associate - $40K",Hearst,,x,3,"New York, New York",Deputy Editor,
,Social Media Assistant,"iHeartRadio (National Team, New York)","$12/hr, capped at 30 hrs/week","cis male, latinx",2.5,"New York, NY","Updating social media accounts, capturing content with talent, social event coverage at events",,iHeartRadio,,x,2.5,"New York, NY",Audience/Social ,
,staff writer,new york media,"$56,000 ",black woman,5,"new york, ny","news posts, longer stories, weekly listicles","assistant editor ($40k/$50k)
editorial assistant ($35k)
editorial fellow ($30k)",new york media,56000,,5,"new york, ny",Reporter,
,Video Producer,Wirecutter,"75,000","Male, White",8,"New York, NY","Created Motion Graphics Package, Created Project and Data Workflow, Pitch Videos, Edit, & Shoot Camera","50,000 at Vox as a Motion Graphics Director, 70,000 at New Yorker as Video Producer, 90,000 as an Associate Producer at MTV, 3,000 a week at Thrillist (contract) 50,000 at Mustache Agency as Producer",Wirecutter,75000,,8,"New York, NY",Video Producer,
,Freelance Journalist,The Guardian,"$25,000 ",cis white male,5,"New York, NY","Contribute on average one feature, independent reported story per week, 40-50 so far in 2019",,The Guardian,25000,,5,"New York, NY",Freelance,
,Beauty Assistant,Hearst,"$32,000 + OT",Cis Black Female,2,"New York, NY","admin, writing for print and digital, video, oversee interns",,Hearst,32000,,2,"New York, NY",Beauty Assistant,
,Assistant Managing Editor,Simon and Schuster,45000,cis white female,5,"New York, NY",assist managing editor and oversee production processes from manuscript acquisition to finished book,,Simon and Schuster,45000,,5,"New York, NY",Assistant Managing Editor,
,Associate Director Brand Marketing,Condé Nast,"$90,000 ",White woman,6,"New York, NY",Ideating / creating program proposals for potential advertisers across multiple brands,Client side marketing ($65k-$115k),Conde Nast,90000,,6,"New York, NY",Associate Director Brand Marketing,
,Managing Editorial Assistant,Henry Holt (imprint of MacMillan),37K (after 2+ years in position),Cis White Male,5,"New York, NY","Copyedit, Proofread, Hire + Manage + Pay freelancers, create schedules, serve as project manager on at least 2 books a season, arrange and conduct meetings",,Henry Holt,37000,,5,"New York, NY",Editorial Assistant,
,Producer,NowThis,"67,300","Woman, latina",2,"New York, NY",Reporting/producing/shooting/script writing/editing original video content; hosting,Associate Producer 57000,NowThis,67300,,2,"New York, NY",Producer,
,Editorial Assistant/Executive Assistant to the Editor-in-Chief,Condé Nast,"40,000+ overtime","Female, White",1,"New York, NY","Administrative tasks (expenses, answering phones, calendar management, beauty/fitness closet management, running meetings, handling office parties and birthdays), reporting, writing articles, writing social copy for Snapchat and Instagram, building articles, pitching","First full-time job after 6 media-related internships in college. 3/6 internships unpaid, 2/6 $15/hr, 1/6 permalance $15/hr no overtime",Conde Nast,40000,,1,"New York, NY",Editorial Assistant,
,Publisher,Group Nine Media,"$62,500 ",CIS Man / Mixed Race Black,3,"New York, NY","publishing, copy writing, scheduling, deadline setting, partnership management",$55 assoc. producer,Group Nine Media,62500,,3,"New York, NY",Publisher,
,Viral news editor,CNN Business,"$76,000 ",Woman / Asian American,9,"New York, NY","Audience engagement, social media publishing, social media discovery, managing desktop/mobile/app homepage, packaging stories for web presentation (including SEO), consulting on all things digital",$50k/social media coordinator at local newspaper,CNN Business,76000,,9,"New York, NY",Editor,
,Associate Producer,Meredith,"63,000",CIS WHITE FEMALE,8,"New York, NY","Produce, shoot, edit video content for web. After effects heavy.","Same title for 5 years, only pay bumps have been cost of living increases",Meredith,63000,,8,"New York, NY",Associate Producer,
,Social Media Editor,Future Media,"75,000",Male / Cis / Black,12,"New York, NY","Advise the editorial teams of 4 online publications/brands on social media best practices, strategies; Track/report growth on platforms for each brand; Attend events with edit teams to help build out coverage on platforms; Cover events on Twitter during live presentations; Advise video team on projects for YouTube and Instagram","Factchecker, $28/hour; Web Producer, $48K/year; Staff Writer, 50K; Senior Web Producer, 55K; Production Director (editorial coordinator), 65K",Future Media,75000,,12,"New York, NY",Audience/Social Editor,
,Marketing Coordinator,Viacom,"56,500 + overtime",Cis white female,4,"New York, NY",Planning and executing media plans,53k at marketing tech company as Associate Account Manager,Viacom,56500,,4,"New York, NY",Marketing Coordinator,
,Assistant Editor,Simon & Schuster,"$42,000 ",Female/Asian,5,"New York, NY",Acquire and edit books; support two senior-level editors,"Editorial Assistant, Simon & Schuster ($33,000 - $35,000)",Simon & Schuster,42000,,5,"New York, NY",Deputy Editor,
,Associate Graphics Reporter,The Wall Street Journal,70000,,2,"New York, NY",,"SF Chronicle intern: 16.50/hr, Texas Tribune fellow: 5k stipend",Wall Street Journal,70000,,2,"New York, NY",Graphics Reporter,
,Graphics Director,The Wall Street Journal,180000,F/W,,"New York, NY",,,Wall Street Journal,180000,,,"New York, NY",Graphics Editor,
,Production Assistant,NJTV News,$18.75/hour,,2,NJ,"Pitch and produce TV story elements, work on social media, write digital copy",,NJTV News,,x,2,"Newark, NJ",Production Assistant,
,Digital Producer,Gannett,"35,000",Female/ Caucasian,1,NJ,,,Gannett,35000,,1,NJ,Digital Producer,
,Features Reporter,Gannett,"35,000",cis white female,5,NJ,,Laid off,Gannett,35000,,5,NJ,Beat Reporter,
,Photojournalist,A McClatchy daily,"$34,000 ",Cis white woman,2,North Carolina,,,McClatchy,34000,,2,North Carolina,Photojournalist,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Editor,,"$41,000 ",White female,9,Ohio,Write two stories/week and edit weekly newspaper,"Full-time reporter at $20,000/yr",,41000,,9,Ohio,Editor,
,Assistant Editor,The Altus Times,"$24,000 annually",Cis white male,4,Oklahoma,"Research, writing, editing, photography -- all the above.

I am the only sportswriter at the newspaper, and it is my job to cover four local high schools and one junior college. On top of that, I am required to also write a few news stories every week for this paper and another one my company owns.",,The Altus Times,24000,,4,Oklahoma,Deputy Editor,
,6 p.m. producer,Gray TV,"$26,000 ",CIS,4,Oklahoma,Writer/producer for 6 p.m. show,,Gray TV,26000,,4,Oklahoma,Producer,
,Producer,,40000,female / white,5,Oregon,,,,40000,,5,Oregon,Producer,
,Writer,Freelance,"66,000",Cis white female,15,Oregon,Writing for magazines and online + public speaking,"Average around 5,000 a month for past five years",Freelance,66000,,15,Oregon,Reporter,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Reporter,Gatehouse Media,45000,Cis female / white,10,Pennsylvania,Beat reporting,First reporting job made <$25K,Gatehouse Media,45000,,10,Pennsylvania,Reporter,
,Project manager,Public University,"$85,400 gross",CIS het white female,40,Pennsylvania,Write news and features for internal print and digital publications; research and write white papers on institutional research achievements to advocate for renewed funding from state and congressional level resources; write speeches and remarks for high-level faculty and administrators; coordinate and edit grant-related reporting to funding agencies; manage social media promotion of university research; planning and execution of special events,"Journalist at daily news outlets of varying size in three states, range from $20,000 to $41,000; media relations for a large midwest health care system, starting salary of $35,000",Public University,85400,,40,Pennsylvania,Project manager,
,Reporter,The Philadelphia Inquirer,"~53,000",WoC,2,Philadelphia,"Reporting, writing, etc.",,Philadelphia Inquirer,,x,2,Philadelphia,Reporter,
,Senior Staff Writer,Trade Publication,"$50,000 ",Cis White Gay Male,8,Greater Philadelphia Area,"Produce short-form web and print content, write one heavily researched cover story (3000+ words) per month, provide on-the-ground conference coverage as needed (typically 3-5 conferences per year)","Started as a staff reporter making $38,000/year. Promoted to staff writer with raise to $43,000/year. Current title and rate of pay after being with the company for 7 years.",Trade Publication,50000,,8,Philadelphia,Senior Staff Writer,
